,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
1924,1,0,1,0,54.69041095890411,3.2575342465753425,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1925,1,0,1,0,60.38904109589041,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1926,1,0,1,0,60.38904109589041,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1927,1,0,1,0,60.38904109589041,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1928,1,0,1,0,60.38904109589041,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1929,1,0,1,0,60.38904109589041,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1930,1,0,1,0,60.38904109589041,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1931,1,0,1,0,60.38904109589041,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1932,1,0,1,0,60.38904109589041,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1933,1,0,1,0,42.68493150684932,9.597260273972603,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1934,1,0,1,0,42.68493150684932,9.597260273972603,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1935,1,0,1,0,42.68493150684932,9.597260273972603,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1936,1,1,1,2,37.44931506849315,1.1726027397260277,1,0,1,0,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1937,1,1,1,2,37.44931506849315,1.1726027397260277,1,0,1,0,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1938,1,0,1,0,44.5972602739726,7.4301369863013695,1,1,1,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1939,1,0,1,0,44.5972602739726,7.4301369863013695,1,1,1,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1940,1,0,1,0,44.5972602739726,7.4301369863013695,1,1,1,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1941,1,0,1,0,44.5972602739726,7.4301369863013695,1,1,1,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1942,1,0,1,0,44.5972602739726,7.4301369863013695,1,1,1,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1943,1,0,1,0,44.5972602739726,7.4301369863013695,1,1,1,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1944,1,0,1,0,44.5972602739726,7.4301369863013695,1,1,1,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1945,1,0,1,0,44.5972602739726,7.4301369863013695,1,1,1,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1946,1,1,1,0,43.01917808219178,0.5068493150684932,1,0,1,0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1947,1,1,1,0,43.01917808219178,0.5068493150684932,1,0,1,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1948,1,1,1,0,43.01917808219178,0.5068493150684932,1,0,1,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1949,1,0,1,0,54.23287671232877,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1950,1,0,1,0,58.66849315068493,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1951,1,0,1,0,58.66849315068493,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1952,1,0,1,0,58.66849315068493,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1953,1,0,1,0,58.66849315068493,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1954,0,1,1,0,31.356164383561644,9.093150684931508,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1955,0,1,1,0,31.356164383561644,9.093150684931508,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1956,1,0,1,0,62.6986301369863,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1957,1,0,1,0,62.6986301369863,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1958,0,0,1,0,31.493150684931507,1.5917808219178082,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1959,0,0,1,0,31.493150684931507,1.5917808219178082,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1960,1,0,1,1,60.46027397260274,-1000.6657534246576,1,0,0,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1961,0,1,1,2,46.18082191780822,3.761643835616439,1,0,0,0,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1962,0,1,1,2,46.18082191780822,3.761643835616439,1,0,0,0,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1963,0,1,1,2,46.18082191780822,3.761643835616439,1,0,0,0,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1964,0,1,1,0,42.49041095890411,3.2575342465753425,1,1,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1965,0,1,1,0,42.49041095890411,3.2575342465753425,1,1,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1966,0,1,1,0,42.49041095890411,3.2575342465753425,1,1,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1967,1,0,1,0,30.876712328767123,5.175342465753425,1,0,0,1,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1968,1,0,1,0,30.876712328767123,5.175342465753425,1,0,0,1,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1969,1,0,1,0,47.52602739726027,11.6,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1970,1,0,1,0,47.52602739726027,11.6,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1971,1,0,1,1,35.31506849315068,14.68219178082192,1,0,0,0,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1972,1,0,1,0,64.12876712328767,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1973,1,0,1,0,64.12876712328767,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1974,1,0,1,0,47.67397260273973,26.18904109589041,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1975,1,0,1,0,47.67397260273973,26.18904109589041,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1976,1,0,0,0,57.50684931506849,16.931506849315067,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1977,0,1,0,0,28.797260273972604,0.8356164383561644,1,0,0,0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1978,0,1,1,0,57.83835616438356,3.175342465753425,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1979,0,1,1,0,57.83835616438356,3.175342465753425,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1980,0,1,1,0,45.62465753424657,4.50958904109589,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1981,0,1,1,0,45.62465753424657,4.50958904109589,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1982,0,1,1,0,45.62465753424657,4.50958904109589,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1983,0,1,1,0,45.62465753424657,4.50958904109589,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1984,0,1,1,0,45.62465753424657,4.50958904109589,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1985,0,1,1,0,45.62465753424657,4.50958904109589,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1986,0,1,1,0,45.62465753424657,4.50958904109589,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1987,1,0,1,0,47.271232876712325,0.673972602739726,1,0,0,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1988,1,0,1,0,47.271232876712325,0.673972602739726,1,0,0,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1989,0,1,0,0,56.68219178082192,12.432876712328769,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1990,0,0,1,1,33.73424657534247,3.008219178082192,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1991,1,0,1,2,27.356164383561644,4.761643835616439,1,0,0,0,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1992,0,0,1,0,34.397260273972606,5.090410958904109,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1993,1,0,0,0,36.96986301369863,3.5095890410958903,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1994,1,0,0,0,36.96986301369863,3.5095890410958903,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1995,1,0,0,0,36.96986301369863,3.5095890410958903,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1996,1,0,0,0,36.96986301369863,3.5095890410958903,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1997,0,1,1,2,34.06575342465754,4.008219178082192,1,0,1,0,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
1998,1,0,1,1,41.342465753424655,8.597260273972603,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1999,1,0,1,1,41.342465753424655,8.597260273972603,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2000,1,0,1,1,41.342465753424655,8.597260273972603,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2001,1,0,1,1,33.33150684931507,3.761643835616439,1,0,0,0,3.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
2002,0,1,1,0,40.64657534246575,5.676712328767123,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
2003,0,1,1,0,29.375342465753423,0.2547945205479452,1,0,0,0,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
2004,0,1,1,0,29.375342465753423,0.2547945205479452,1,0,0,0,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
2005,1,1,1,0,65.44109589041096,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2006,1,1,1,0,65.44109589041096,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2007,1,1,1,0,65.44109589041096,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2008,1,1,1,0,65.44109589041096,-1000.6657534246576,1,0,1,0,2.0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2009,1,1,1,0,65.44109589041096,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2010,1,1,1,0,65.44109589041096,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2011,1,1,1,0,65.44109589041096,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2012,1,0,0,0,54.92054794520548,9.597260273972603,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2013,1,0,0,0,54.92054794520548,9.597260273972603,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2014,0,1,1,0,34.53150684931507,7.178082191780822,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2015,0,1,1,0,34.53150684931507,7.178082191780822,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2016,0,1,1,0,34.53150684931507,7.178082191780822,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2017,0,1,1,0,34.53150684931507,7.178082191780822,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2018,0,1,1,0,34.53150684931507,7.178082191780822,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2019,1,0,1,0,57.12328767123287,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2020,1,0,0,1,57.72876712328768,-1000.6657534246576,1,0,0,0,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
2021,1,0,1,2,27.90684931506849,6.342465753424658,1,0,0,0,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2022,1,0,1,2,27.90684931506849,6.342465753424658,1,0,0,0,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2023,1,0,1,2,27.90684931506849,6.342465753424658,1,0,0,0,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2024,1,0,1,2,27.90684931506849,6.342465753424658,1,0,0,0,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2025,1,0,0,0,27.56438356164384,1.4246575342465753,1,0,0,1,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2026,1,1,1,1,33.8,1.2547945205479452,1,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2027,1,1,1,1,33.8,1.2547945205479452,1,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2028,1,0,1,0,33.88767123287671,3.9232876712328766,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2029,1,0,1,0,33.88767123287671,3.9232876712328766,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2030,1,0,1,0,55.62191780821918,28.10684931506849,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2031,1,0,1,0,55.62191780821918,28.10684931506849,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2032,0,0,1,0,59.4986301369863,5.594520547945206,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2033,0,0,1,0,59.4986301369863,5.594520547945206,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2034,0,0,1,1,28.53150684931507,7.512328767123288,1,1,1,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
2035,0,0,1,1,28.53150684931507,7.512328767123288,1,1,1,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
2036,0,0,1,1,28.53150684931507,7.512328767123288,1,1,1,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
2037,1,0,1,0,64.13150684931507,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2038,1,0,1,0,64.13150684931507,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2039,1,0,1,0,64.13150684931507,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2040,1,0,1,0,64.13150684931507,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2041,1,0,1,0,64.13150684931507,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2042,1,0,1,0,64.13150684931507,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2043,1,0,1,0,64.13150684931507,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2044,1,0,1,0,64.13150684931507,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2045,1,1,1,1,40.50684931506849,13.347945205479451,1,0,0,0,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2046,1,1,1,1,40.50684931506849,13.347945205479451,1,0,0,0,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2047,1,1,1,1,40.50684931506849,13.347945205479451,1,0,0,0,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2048,1,1,1,1,40.50684931506849,13.347945205479451,1,0,0,0,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2049,1,0,1,0,57.44383561643836,-1000.6657534246576,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2050,1,0,1,0,57.44383561643836,-1000.6657534246576,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2051,1,0,1,0,57.44383561643836,-1000.6657534246576,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2052,1,0,1,0,63.367123287671234,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2053,1,0,1,0,63.367123287671234,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2054,1,0,1,0,63.175342465753424,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2055,1,0,1,0,63.175342465753424,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2056,1,0,1,0,63.175342465753424,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2057,1,0,1,0,63.175342465753424,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2058,1,0,1,0,63.175342465753424,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2059,0,0,1,0,38.55068493150685,10.427397260273972,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2060,0,0,1,0,38.55068493150685,10.427397260273972,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2061,0,0,1,0,38.55068493150685,10.427397260273972,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2062,0,0,1,0,38.55068493150685,10.427397260273972,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2063,0,0,1,0,38.55068493150685,10.427397260273972,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2064,0,0,1,0,38.55068493150685,10.427397260273972,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2065,0,0,1,0,38.55068493150685,10.427397260273972,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2066,0,0,1,0,38.55068493150685,10.427397260273972,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2067,0,0,1,0,38.55068493150685,10.427397260273972,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2068,0,0,1,0,38.55068493150685,10.427397260273972,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2069,1,1,1,1,47.88493150684931,-1000.6657534246576,1,0,0,0,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2070,1,1,1,1,47.88493150684931,-1000.6657534246576,1,0,0,0,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2071,1,1,1,1,47.88493150684931,-1000.6657534246576,1,0,0,0,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2072,1,0,1,2,30.95890410958904,2.758904109589041,1,0,0,0,4.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2073,1,0,0,0,32.14794520547945,5.928767123287671,1,0,1,1,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2074,1,0,0,0,32.14794520547945,5.928767123287671,1,0,1,1,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2075,1,0,0,0,32.14794520547945,5.928767123287671,1,0,1,1,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2076,1,0,0,0,32.14794520547945,5.928767123287671,1,0,1,1,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2077,1,0,0,0,32.14794520547945,5.928767123287671,1,0,1,1,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2078,1,0,0,0,32.14794520547945,5.928767123287671,1,0,1,1,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2079,1,0,0,0,32.14794520547945,5.928767123287671,1,0,1,1,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2080,1,0,0,1,28.09041095890411,4.005479452054795,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2081,1,0,0,1,28.09041095890411,4.005479452054795,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2082,1,0,0,1,28.09041095890411,4.005479452054795,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2083,1,0,0,1,28.09041095890411,4.005479452054795,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2084,1,1,1,2,33.83013698630137,3.3424657534246576,1,0,0,0,4.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2085,1,1,1,2,33.83013698630137,3.3424657534246576,1,0,0,0,4.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2086,0,1,1,0,24.36438356164384,4.424657534246576,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2087,0,1,1,0,24.36438356164384,4.424657534246576,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2088,0,1,1,0,24.36438356164384,4.424657534246576,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2089,1,0,1,0,60.224657534246575,-1000.6657534246576,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2090,1,0,1,0,60.224657534246575,-1000.6657534246576,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2091,1,0,1,0,60.224657534246575,-1000.6657534246576,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2092,0,1,1,0,63.8054794520548,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2093,0,1,1,0,63.8054794520548,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2094,0,1,1,0,63.8054794520548,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2095,0,1,1,0,63.8054794520548,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2096,0,1,1,0,63.8054794520548,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2097,0,1,1,0,63.8054794520548,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2098,0,0,1,2,31.52054794520548,11.01095890410959,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2099,0,0,1,2,31.52054794520548,11.01095890410959,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2100,0,0,1,2,31.52054794520548,11.01095890410959,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2101,0,0,1,2,31.52054794520548,11.01095890410959,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2102,1,0,1,0,54.58082191780822,3.0904109589041098,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2103,1,0,1,0,54.58082191780822,3.0904109589041098,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2104,1,0,1,0,54.58082191780822,3.0904109589041098,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
